﻿﻿当业务流量超过了Anti-DDoS防护的限制时如何处理？,当DDoS攻击防护超过5Gbit/s流量时，建议使用华为的DDoS高防，DDoS高防比Anti-DDoS防护的带宽更大、可靠性更高。DDoS高防可以抵御各种大流量攻击，保证用户业务持续稳定地运行，降低黑产从业者、恶意竞争者以及黑客通过DDoS攻击威胁用户业务的风险。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿当业务经常被DDoS攻击时如何处理？,当业务经常被DDoS攻击时，除了使用Anti-DDoS对DDoS攻击进行防护外，用户还可以参照以下处理方法进一步提高网络的安全性：及时安装系统补丁。建立并完善备份机制，定期备份系统的重要信息（例如，系统配置信息）。设置复杂度高的特权帐号密码（例如，管理员帐号密码），降低攻击的可能性。定期检查系统的物理环境，禁止不必要的网络服务。建立并完善网络边界安全防护策略，防护来自网络外部的威胁。定期检查系统配置信息，查看每天的安全日志，及时排查安全隐患。使用网络安全设备（例如，防火墙）加固网络安全，配置网络安全设备的安全规则，过滤网络中所有可能的伪造数据包。联系网络服务提供商实现路由的访问控制和对带宽总量的限制。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿ELB防护和EIP防护有什么区别？,EIP指绑定到弹性云服务器或裸金属服务器的弹性IP地址，ELB指绑定弹性负载均衡的弹性IP地址。对于Anti-DDoS来说，ELB防护和EIP防护都是对IP地址进行DDoS攻击防护，两者没有区别。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿中国区各区域的最大防护能力是多少？,用户的实例IP（弹性IP地址）的最大防护能力为5Gbit/s。中国区所有区域的最大防护能力均为5Gbit/s。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿为什么同一个实例IP地址的清洗次数和攻击次数不一致？,当Anti-DDoS检测到实例IP地址被攻击时会触发一次清洗，该清洗将持续一段时间，且只清洗攻击流量，不会影响用户业务。如果在该清洗的持续时间内，同一个实例IP地址再次被攻击，该攻击将被Anti-DDoS一并清洗。因此，该实例IP地址的攻击次数增加了，但清洗次数并没有增加，用户查看到的清洗次数和攻击次数也就不一致。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿AntiDDoS服务是不是默认开启的？,Anti-DDoS服务针对华为云的EIP是默认不开启的，需要用户手动点击开启防护和配置清洗阈值才会针对这个EIP开启用户自定义的防护策略和清洗阈值。对于没有开启防护的EIP，当有攻击后会采用默认的防护策略。后续会统一改成全部EIP都默认开启防护，时间待定。430版本会取消“停止防护”按钮，即一旦开启防护，就不能再关闭，取而代之的是新增了一个1000Mbps的档位供用户使用，这个档位仅适用于：用户出于问题定位或调试的目的暂时关闭防护，并不推荐一直使用此档位。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿Anti-DDoS 流量清洗功能免费5G的防护是一个区域，还是用户的单个IP？,单个IP。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿当前显示的黑洞阈值就是用户被黑洞的阈值吗？,当前黑洞阈值、黑洞时长、信誉分只做展示，仅供用户参考，暂不按显示的阈值进行黑洞，用户实际的免费防护带宽还是5G。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿如何临时关闭Anti-DDoS防护？,可以通过将“流量清洗阈值”设置为“1000Mbps”来临时关闭防护，该档位几乎等同于不防护。 说明： 该档位仅适用于出于调试或特殊情况下的临时关闭防护，不建议长期使用该档位。操作步骤登录管理控制台。单击管理控制台左上角的，选择区域和项目。选择“安全 > Anti-DDoS流量清洗”，进入Anti-DDoS服务管理界面。在“实例列表”界面，在需要临时关闭防护的“实例IP”的“操作”列，单击“设置”。在弹出的对话框中：“防护设置”选择“手动设置”，“流量清洗阈值”选择“1000Mbps”。单击“确定”。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿什么是Anti-DDoS流量清洗？,Anti-DDoS流量清洗服务（以下简称Anti-DDoS）为华为云内资源（弹性云服务器、弹性负载均衡和裸金属服务器），提供网络层和应用层的DDoS攻击防护和攻击实时告警通知。同时，Anti-DDoS可以提升用户带宽利用率，确保用户业务稳定运行。Anti-DDoS通过对互联网访问弹性云服务器、弹性负载均衡和裸金属服务器的业务流量进行实时监测，及时发现异常DDoS攻击流量。在不影响正常业务的前提下，根据用户配置的防护策略，清洗掉攻击流量。同时，Anti-DDoS为用户生成监控报表，清晰展示网络流量的安全状况。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿攻击事件能否及时通知？,可以。在Anti-DDoS界面，选择“告警通知设置”页签，开启告警通知后，在受到DDoS攻击时用户会收到报警信息（短信或Email）。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿APM如何收费？,您首次登录APM，无需进行任何购买操作，APM会自动免费开通，同时APM会自动为您免费购买10个实例。APM按照实例数分档计费，计费规则详见应用性能管理价格详情，如果这10个实例不能满足需求时，您需要变更套餐，并根据实际需求选择某一分档手动购买。若您首次登录APM，自动开通APM时失败了，您可在“概览”页面的左上角单击“免费开通”手动开通APM。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿如何区分告警和事件？,告警和事件的相同点在APM中告警和事件都是指APM自身在某种状态发生变化后上报给APM的信息。告警和事件的区别告警是APM自身在异常情况或者在可能导致异常情况下上报的信息，并且您需采取相应措施清除故障，否则会由于APM自身的功能异常而引起业务的异常。事件是告诉您APM自身发生了某种变化，但不一定会引起业务异常，事件一般用来表达一些重要信息。您不用对事件进行处理。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿查询不到数据或者数据异常？,问题现象有时在界面中查询应用的拓扑、调用链等数据时，会查询不到或者查询到的数据明显异常，这可能是什么原因导致的呢？时间不一致导致应用的数据都是由采集代理ICAgent从弹性云服务器上收集并上报到浏览器界面中的。如果浏览器的时间与弹性云服务器的时区、时间不一致，则可能导致上面的问题。例如，浏览器当前时间为7点，而弹性云服务器的时间为6点，那么在浏览器上查询最新数据，则会查询不到，因为服务器上还没有这个时间段的数据。同理，对于部署在多个弹性云服务器上的分布式应用，如果弹性云服务器之间的时间不一致，则会导致数据无法成链，那么在采集代理处理时就会有异常，而查询时，也可能显示明显异常的数据。所以，在安装ICAgent前务必要保证服务器之间、浏览器与服务器之间的时间一致。如何安装ICAgent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿如何将APM接入非Web程序中？,问题现象需要将APM接入非Web程序中，以便能够在APM界面中看到该程序的拓扑、事务等数据时，该如何操作呢？非Web程序：没有对外暴漏端口、无法从外部访问的进程，通常在系统中主要负责定时任务的JAVA进程。处理步骤当前APM也支持接入到非Web程序中，采集相关数据并呈现在界面中的，您只需要按照如下描述的进程部署方式配套选择APM接入方式即可：通过云容器引擎服务（CCE）部署的非Web程序，则接入方式详见CCE方式。直接将非Web程序部署在弹性云服务器或裸金属服务器上，未使用CCE，则接入方式详见虚机方式。CCE方式CCE是云容器引擎，提供容器应用管理服务。在您创建或者是升级非Web程序时按照下图所示设置环境变量并勾选探针，即表示您已经将APM的采集探针安装在非Web程序中了。启动程序3分钟左右后，您只需要登录APM即可在拓扑、事务界面上查看程序情况。图1 设置环境变量图2 勾选探针虚机方式针对直接将非Web程序部署在弹性云服务器或裸金属服务器上情况，您需要在启动脚本中增加如下配置：-javaagent:/opt/oss/servicemgr/ICAgent/pinpoint/pinpoint-bootstrap.jar -Dapm_application=监控组名称 -Dapm_tier=应用名称 -Dapm_noport=true配置完成后，启动程序即可在APM界面中看到程序数据。例如，您原来的启动脚本为：java -jar app.jar增加监控组名称为vmall，应用名称为vmall-product-service，则增加配置后的启动脚本为：java -javaagent:/opt/oss/servicemgr/ICAgent/pinpoint/pinpoint-bootstrap.jar -Dapm_application=vmall -Dapm_tier=vmall-product-service -Dapm_noport=true -jar app.jar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿弹性伸缩有什么限制？,弹性伸缩的云服务器中运行的应用需要是无状态、可横向扩展的。因为AS会自动释放云服务器，所以弹性伸缩组内的云服务器不可以保存应用的状态信息（例如session）和相关数据（如数据库、日志等）。如果应用中需要云服务器保存状态或日志信息，可以考虑把相关信息保存到独立的服务器中。弹性伸缩对用户的资源数量或容量做的配额限制如表1所示。    表1 配额一览表     类别 描述 默认值 弹性伸缩组 用户可以创建的最多伸缩组个数 10 弹性伸缩配置 用户可以创建的最多伸缩配置个数 100 弹性伸缩策略 某个弹性伸缩组下可以创建的最多伸缩策略个数 10 弹性伸缩实例 某个弹性伸缩组下可以创建的最多实例个数 300  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿弹性伸缩一定要搭配弹性负载均衡、云监控才能使用吗？,弹性伸缩可以单独使用，也可以同弹性负载均衡（ELB），云监控（CES）一起使用。其中，CES服务为免费服务，系统默认开通；ELB服务在有需求时可以部署，例如，有分布式集群需求的场景下，可以使用ELB。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿弹性伸缩是否会因监控指标突变导致误伸缩？,不会。弹性伸缩的监控数据基于云监控来获取的，监控周期可配置多个档位，如：五分钟，二十分钟，一小时等。不会因为一次指标的高峰而导致错误伸缩。同时，弹性伸缩还支持配置冷却时间，防止由于监控的变化造成伸缩组的反复无效变化。该时间可由用户进行自定义。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿我能创建和使用多少个伸缩策略和配置？,您默认可以创建10个弹性伸缩组，100个弹性伸缩配置。每个弹性伸缩组同一时刻支持使用1个伸缩配置，10个伸缩策略。如果系统提供的默认配额不能满足您的需求，请联系管理员进行处理。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿我能启用多少个伸缩策略？,伸缩策略可以启用一个，也可以启用多个。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿按照伸缩策略增加的云服务器，当我不用时可以自动删除吗？,可以，但是需要您增加一条删除云服务器云服务器的伸缩策略。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿如何自动部署我的应用？,您需要在创建私有镜像前，在源云服务器中安装应用，并设置开机自动启动。在“弹性伸缩组”页签，单击伸缩组名称，在“配置名称”栏查看该伸缩组使用的伸缩配置详情。确认该伸缩配置选择的镜像是否为1中创建的私有镜像。   是，结束。弹性伸缩添加的云服务器可以自动部署您的应用了。 否，执行4。 创建一个新的伸缩配置，确认该伸缩配置选择的镜像即为1中创建的私有镜像。在“弹性伸缩组”页签，单击伸缩组名称，并在“配置名称”栏单击“修改”，将该伸缩组的伸缩配置变更为4中新创建的伸缩配置。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿如何自动初始化弹性伸缩新增的云服务器数据盘？,"操作场景云服务器创建完成后，数据盘需要初始化后才能使用。当使用弹性伸缩为伸缩组增加数量较多的云服务器时，您就需要逐一手动初始化数据盘，将会占用较长时间。本节为您介绍通过脚本自动化完成初始化磁盘的操作，包括磁盘分区和挂载指定目录。本节介绍的自动初始化脚本示例仅支持初始化一个数据盘。本节操作以centos 6.5为例。其他操作系统配置方法略有区别，请参考对应操作系统的相关资料进行操作，文档中不对此进行详细说明。操作步骤以root用户登录已有云服务器。执行以下命令，进入脚本存放目录。cd /脚本目录 例如： cd /home 执行以下命令，创建并编辑脚本。vi 脚本名称 例如： vi fdisk_mount.sh 以下脚本为云服务器只有一个数据盘时的自动初始化，仅供参考，请用户根据实际情况修改。 #!/bin/bash bash_scripts_name=fdisk_mount.sh ini_path=/home/fdisk.ini disk= size= mount= partition=  function get_disk_from_ini() { disk=`cat $ini_path|grep disk| awk -F '=' '{print $2}'` if [ $disk = """" ] then     echo ""disk is null in file,exit""     exit fi result=`fdisk -l $disk | grep $disk` if [ $result = 1 ] then     echo ""disk path is not exist in linux,exit""     exit fi  }  function get_size() { size=`cat $ini_path| grep size|awk -F '=' '{print $2}'` if [ $size = """" ] then     echo ""size is null,exit""     exit fi }  function make_fs_mount() { mkfs.ext4 -T largefile $partition if [ $? -ne 0 ] then     echo ""mkfs disk failed,exit""     exit fi   dir=`cat $ini_path|grep mount |awk -F '=' '{print $2}'` if [ $dir = """" ] then     echo ""mount dir is null in file,exit""     exit fi  if [ ! -d $dir ] then     mkdir -p $dir fi  mount $partition $dir if [ $? -ne 0 ] then     echo ""mount disk failed,exit""     exit fi   echo ""$partition $dir ext3 defaults 0 0"" >> /etc/fstab }  function remove_rc() { cat /etc/rc.local | grep $bash_scripts_name if [ $? ne 0 ] then     sed -i '/'$bash_scripts_name'/d' /etc/rc.local fi }  ################## start ####################### ##1、判断配置文件是否存在 if [ ! -f $ini_path ] then     echo ""ini file not exist,exit""     exit fi  ##2、获取配置文件中disk指定的设备路径 get_disk_from_ini  ##3、获取配置文件中size分区大小 get_size  ##4、将磁盘分区 fdisk $disk  <<EOF n p 1 1 $size        w EOF partition=`fdisk -l $disk 2>/dev/null| grep ""^/dev/[xsh].*d"" | awk '{print $1}'`  ##5、格式化分区，挂载分区到对应目录 make_fs_mount  ##6、修改开机启动项，避免重试执行 remove_rc  echo 'SUCESS' 按“Esc”键，输入:wq，按“Enter”保存并退出编辑。执行以下命令，创建并编辑配置文件。vi fdisk.ini 配置文件中设置了数据盘的盘符、大小和挂载目录信息，用户可参考如下所示信息，根据实际情况修改。 disk=/dev/xdev size=+100G mount=/opt/test 按“Esc”键，输入:wq，按“Enter”保存并退出编辑。执行以下命令，打开配置文件“rc.local”。vi /etc/rc.local 按“i”，在“rc.local”文件中添加如下内容。/home/fdisk_mount.sh 配置“rc.local”后，云服务器首次启动时会自动执行初始化数据盘脚本。 按“Esc”键，输入:wq，按“Enter”保存并退出编辑。通过已有云服务器创建私有镜像。创建伸缩配置。填写伸缩配置信息时，请选择上述步骤中创建的私有镜像，并选择一个数据盘。 创建伸缩组。配置伸缩组时，请选择上述步骤中创建的伸缩配置。 伸缩组创建成功后，通过该组的伸缩活动产生的云服务器，会按照私有镜像中的配置自动初始化数据盘。 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿为什么使用密钥文件无法正常登录云服务器？,问题描述用户使用密钥文件登录弹性伸缩组中的云服务器时，登录失败。可能原因该弹性伸缩组使用的伸缩配置中的镜像为用户自己制作的私有镜像，且在创建该私有镜像时用户未安装Cloud-init工具。创建私有镜像时不安装Cloud-init工具，用户将无法对云服务器进行自定义配置，只能使用镜像原有密码或密钥登录云服务器。处理方法判断是否需要继续登录该云服务器。    是，请使用镜像原有密码或密钥登录云服务器。其中，镜像原有密码或密钥指创建私有镜像时，用户自己设置的操作系统密码或密钥。 否，跳转2。 更换弹性伸缩组的伸缩配置，更换方法请参见为伸缩组添加/更换伸缩配置。 说明： 请确保新伸缩配置中的镜像已安装了Cloud-init/Cloudbase-init工具，Cloud-init/Cloudbase-init工具的安装方法请参见《镜像服务用户指南》。更换伸缩配置后，弹性伸缩组进行伸缩活动而新增的弹性云服务器可以直接使用密钥文件正常登录，无需再使用镜像原有密码或密钥登录云服务器。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿伸缩组异常情况下如何处理？,伸缩组异常情况及其处理方法：情况描述：云服务器配额不足、云硬盘配额不足、弹性IP配额不足等。可能原因：配额不足。 处理方法：申请扩大配额或者删除不需要的资源，之后重新启用伸缩组。 情况描述：伸缩组使用的VPC不存在、子网不存在等。可能原因：虚拟私有云服务异常或者相关资源被删除。 处理方法：等待虚拟私有云服务恢复或者修改伸缩组中VPC、子网相关参数，之后重新启用伸缩组。 情况描述：负载均衡监听器不存在、负载均衡器不可用。可能原因：负载均衡服务异常或者相关资源被删除。 处理方法：等待负载均衡服务恢复或者修改伸缩组中负载均衡相关参数，之后重新启用伸缩组。 情况描述：伸缩配置使用的镜像不存在、密钥对不存在等。可能原因：相关资源被删除。 处理方法：为伸缩组更换新的伸缩配置，之后重新启用伸缩组。 情况描述：生命周期挂钩使用的通知主题不存在。可能原因：伸缩活动开始前生命周期挂钩使用的通知主题被删除，如果伸缩活动开始后通知主题被删除，则下次伸缩活动时伸缩组会异常。 处理方法：修改生命周期挂钩使用的通知主题，之后重新启用伸缩组。 情况描述：您选择的子网下私有IP不足。可能原因：伸缩组使用的子网下私有IP地址被用尽。 处理方法：修改伸缩组中的子网信息，之后重新启用伸缩组。 情况描述：您选择的可用分区下的该类型云服务器资源已售罄。可能原因：您为伸缩组选择的可用分区下该类型云服务器资源售罄，或者该可用分区不支持该类型云服务器资源。该类型云服务器指的是伸缩配置里选择的云服务器规格。 处理方法：您可以为伸缩组更换新的伸缩配置，之后重新启用伸缩组。当您的伸缩组中没有实例时，还可以修改伸缩组的可用分区信息，之后重新启用伸缩组。 情况描述：您选择的规格和磁盘不匹配。可能原因：伸缩配置中的云服务器类型和磁盘类型不匹配导致创建云服务器失败。 处理方法：为伸缩组更换新的伸缩配置，之后重新启用伸缩组。 情况描述：您选择的可用分区下的该类型存储资源已售罄。可能原因：您为伸缩组选择的可用分区下该类型存储资源售罄，或者该可用分区不支持该类型存储资源。该类型存储资源指的是伸缩配置里选择的磁盘（包括系统盘 和数据盘）类型。 处理方法：您可以为伸缩组更换新的伸缩配置，之后重新启用伸缩组。当您的伸缩组中没有实例时，还可以修改伸缩组的可用分区信息，之后重新启用伸缩组。 情况描述：创建云服务器参数非法。可能原因：伸缩配置中的某些参数非法或者弹性IP配额不足导致创建云服务器失败。 处理方法：您可以为伸缩组更换新的伸缩配置，之后重新启用伸缩组。如果确认是配额不足的原因，请申请扩大配额或者删除不需要的资源，之后重新启用伸缩组。 情况描述：系统异常。处理方法：请稍后重试，或联系技术支持。 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿﻿弹性伸缩是否收取费用？,弹性伸缩本身不收取费用。但会按伸缩组内的实例收取云服务器的费用。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
